,0
210, 폐소각장을 전시.공연 등이 가능한 문화시설로 탈바꿈시킨 것이다
211, 정수장을 생태공원으로 바꾼 서울 영등포구의 선유도공원과 석유비축시설을 재사용한 상암동 문화비축기지도 모범 사례로 들 수 있다
212, 도심의 버려진 공간을 재활용하는 것은 도시재생과 콤팩트시티 개발 측면에서 장점이 있다
213, 콤팩트시티는 도시의 버려지거나 이용이 저조한 땅을 주거와 일자리 문화시설로 재창조해 도보권으로 묶는 것이다
214, 프랑스 파리의 .분 도시가 대표적이다
215, 남상문 대표는 장기적으로는 신도시 개발보다 기존 도시를 직주근접이 가능한 콤팩트시티로 개발하는 것이 중요하다고 강조했다
216, 남 대표는 .일본도 그랬지만 인구가 줄면 결국 베드타운에 불과한 신도시는 폐허가 되고 다시 일자리가 있는 도시로 오게 된다
217,면서 .에너지 사용을 줄여야 한다는 점에서도 직주근접이 가능한 콤팩트시티를 만들어 이동거리를 최소화하고 그 안에서도 절대다수인 노후 건물과 공동주택을 그린 리모델링해 에너지 사용을 줄여야 한다
218,고 말했다
219, 이를 위해 주거.상업지구로 도시구역을 나누는 대신 한공간에 주거와 업무 문화시설을 함께 수용할 수 있는 복합용도 지역을 확대할 필요가 있다고 강조했다
220, 국내에서는 개발 위주의 도시 정책이 이어져 생태건축의 발전이 더디지만 해외에서는 프리츠커상 수상 가능성이 점쳐질 정도로 주목받고 있다
221, 미국 햐얏트재단이 올해 프리츠커상 수상자로 프랑스의 안느 라카통과 장 필립 바살을 선택한 것도 이런 흐름을 보여준다
222, 이들은 기존 건물을 파괴하지 않는다는 원칙에 따라 투명패널과 온실기술을 이용해 거주 공간의 면적과 기능을 확장하는 작업을 했다
223, 남 대표는 .하얏트재단은 작품성과 예술성을 위주로 심사하는 보수적 성향을 보였는데 올해엔 도시재생과 도시빈민 운동에 관심을 보이면서 굉장히 의미 있는 전환의 과정을 보였다
224,면서 .이젠 생태건축 분야의 건축가가 이 상을 받을 때가 되지 않았나 생각한다
225,고 말했다
226, 지난 .월 뉴욕 허드슨강에 개장한 리틀 아일랜드 수상공원의 전경. 이탈리아 밀라노에 건설될 .피렐리 .의 조감도. 아마존의 알링턴 본사 사옥이 될 .헬릭스.의 조감도. 아마존 그린 리모델링 위한 제도 지원 필요 생태건축에 기반을 둔 신축 프로젝트도 많아지고 있다
227, 수직정원.옥상정원을 활용한 건물 녹화가 대표적이다
228, 최근 사례로 이탈리아의 밀라노에 건설될 .피렐리 .를 들 수 있다
229, 기존 건물을 친환경 건물로 리모델링하면서 동시에 그 옆에 새롭게 주거타워를 세우는 사업이다
230, 주거타워에는 여러층에 걸쳐 .의 초목을 심었는데 여기서 연간 .의 이산화탄소를 흡수하고 .의 산소를 생산한다
231, .의 태양광 패널을 갖춰 에너지 요구량의 .를 자체 생산한다
232, 아마존이 버지니아주 알링턴 본사 사옥으로 세우는 .헬릭스.도 주목받는다
233, 나선형 건물 지붕을 따라 옥상정원을 만드는데 나무숲을 따라 산책하는 듯한 느낌을 갖게 만들 예정이다
234, .년 완공 예정인데 자연광을 최대화하고 에너지를 태양열 발전에 전적으로 의존하는 형태로 설계된다
235, 차태권 더이레건축사사무소 소장은 .옥상정원만 제대로 해도 도심 열섬효과를 완화하고 에너지 절약으로 탄소를 절감하는 데 상당한 도움이 된다
236,면서 .선진국은 근대건축의 후유증을 몇십년 전부터 깨닫고 대안적인 건축을 연구하고 현장에 적용하는데 국내에선 학계의 연구 차원을 벗어나지 못하고 있다
237,고 말했다
238, 정부는 .년부터 신축 건물의 제로에너지 단계적 의무화를 추진하고 있다
239, 하지만 구축 건물의 그린 리모델링도 필요하다
240, 송두삼 성균관대 건설환경공학부 교수는 탄소세와 같은 징벌제도로 건물의 탄소배출을 자발적으로 줄이도록 유도하면서 한편으로 오래된 건물은 정부 예산을 투입한 그린 리모델링으로 에너지 효율을 높여야 한다고 강조했다
241, 송 교수는 .우리 건물 전체의 .는 .년 이상된 노후 건물이다
242,면서 .결국 기존 건물을 그린 리모델링해 에너지 효율적인 건물로 개수해야 한다
243,고 말했다
244, 송 교수는 민간의 자발적 참여를 이끌어내기 위해 그린 리모델링으로 에너지 소비를 줄이면 그만큼 탄소배출권을 인정해주는 방안을 제안했다
245, 그는 .건물의 전체 생애에서 온실가스 배출량을 산정할 때 건설 과정에서 생기는 내재 탄소를 중요하게 봐야 한다
246,면서 .올해 프리츠커상을 수상한 이들도 기존 건물을 활용하면서 새로운 자원과 에너지 투입을 최소화하는 리모델링을 했는데 수상으로 그 중요성을 인정받은 것.이라고 말했다
247, 남 대표는 .근본적으로는 에너지를 많이 소비하는 우리의 생활방식을 바꿔야 한다
248,고 말했다
249, 그런 점에서 도심엔 콤팩트시티가 신도시엔 자족적 기능이 전원에는 타운하우스처럼 밀집한 주거가 필요하다고 말했다
250,다
251,한섬이 재고 의류 등을 활용해 예술작품을 만드는 이색적인 친환경 프로젝트를 선보인다
252, 현대백화점그룹 계열 패션전문기업 한섬은 폐기물을 업사이클링해 예술작품으로 탈바꿈시키는 .아트업 프로젝트.에 나선다고 .일 밝혔다
253, 업사이클링은 버려지는 제품이나 소재 등에 새로운 기능과 디자인을 적용해 새제품으로 재탄생시키는 것을 말한다
254, 한섬에 따르면 아티스트와의 협업을 통해 수명이 다해 벌목된 나무나 재고 의류 등 폐기물을 업사이클링 과정을 거쳐 옷걸이 진열대와 같은 인테리어 집기와 예술 작품으로 재탄생시킨다
255, 한섬 관계자는 .첫번째 아트업 프로젝트로 탄생한 작품들은 최근 문을 연 더한섬하우스 부산점에서 선보이고 있다
256,며 .디자인 역량을 중시하는 패션전문기업답게 쓸모 없어진 폐기물에 창의적인 디자인 요소를 적용시켜 예술 작품으로 승화시킨 것이 핵심 포인트.라고 설명했다
257, 한섬은 이번 프로젝트를 위해 전담 인테리어팀이 .개월간 전문 아티스트를 발굴하고 작품 제작에 적합한 소재와 색상의 재고 의류 준비와 더불어 수십여 차례의 작품 구상회의를 진행해 왔다
258, 이번 아트업 프로젝트 작품은 더한섬하우스 부산점 .층 캐주얼라이브 관에 배치됐다
259, 수명이 다되어 벌목된 나무를 행거.테이블.조명 등으로 업사이클링한 임정주 작가의 .기능적이지 않은. 시리즈는 메인 존 에서 시스템. 등 주요 캐주얼 브랜드 의류 전시에 활용된다
260, 벽면엔 한섬의 재고 의류를 조각내 제작한 텍스타일 디자이너 브랜드 .파이프콤마.의 직물 작품이 전시됐다
261, 한섬은 이번 프로젝트를 위해 전담 인테리어팀이 .개월간 전문 아티스트를 발굴하고 작품 제작에 적합한 소재와 색상의 재고 의류 준비와 더불어 수십여 차례의 작품 구상회의를 진행해 왔다
262, 앞서 한섬은 올해부터 재고 의류를 업사이클링해 친환경 인테리어 마감재섬유 패널로 만드는 .탄소 제로. 프로젝트.를 전개하고 있다
263, 이를 통해 제작한 친환경 인테리어 마감재는 더한섬하우스 부산점의 피팅룸탈의실에 적용했다
264, 친환경 인테리어 마감재가 적용된 피팅룸 벽면의 면적은 총 .평 규모로 티셔츠 .만.벌 .의 재고 의류가 사용된 셈이다
265, 한섬은 이번 아트업 프로젝트를 향후 선보일 신규 점포에 적용하는 것을 검토중이다
266, 작가와 협업한 .업사이클 예술 작품.은 물론 친환경 인테리어 마감재 사용량도 점진적으로 늘려나갈 계획이다
267,다
268,폐플라스틱 연속식 저온열분해 단위 .기 설비 투시도제공한창그린홀딩스 환경부는 지난 .월 .일 폐플라스틱 열분해 처리 비중을 현행 .에서 .년까지 .로 높혀 .배까지 늘린다고 발표했다
269, 환경부의 이번 발표로 코스피 상장기업인 .한창.의 자회사인 .한창그린홀딩스가 관심을 받고 있다
270, 폐플라스틱 열분해 처리는 순환경제 및 탄소중립 실현을 위한 핵심과제 중 하나로 폐플라스틱을 저온으로 열분해하고 첨단 정제기법으로 처리해 만든 열분해유는 석유.화학 제품의 원료로 재활용될 수 있다
271, .한창그린홀딩스는 .년 일본 오사카의 센토도와.에 배치식 저온 열분해 유화설비 설치를 시작으로 .년에는 자체 개발.제작한 폐플라스틱 저온 열분해 유화설비를 충남 홍성군 소재 폐기물처리업체인 .덕천산업에 설치했으며 .년에는 폐전선처리 저온 열분해 유화설비울산를 .년에는 경기도 연천에 .한전에서 발주한 연속식 저온 열분해 유화설비 등을 꾸준히 설치해 온 회사이다
272, 더욱이 .한창그린홀딩스의 전신이었던 .더에스티에너지는 .년 .월에는 일본 석유자원개발.와 자체 개발한 폐플라스틱 저온열분해 공법 특허를 기반으로 한 설비와 폐플라스틱 저온 열분해처리 과정에서 생산되는 재생유를 일반 경우 수준으로 품질을 끌어올리는 촉매기술을 공급하여 일본의 폐비닐 및 해양폐기물폐유의 유류화 사업을 공동으로 추진하기로 하는 를 체결하기도 하였다
273, .한창그린홀딩스는 폐기물 자원화의 글로벌 시장을 겨냥하고 있다
274, 모기업인 코스피 상장사 .한창의 재정적 지원으로 전라남도 진도군에 설치중인 .해양폐기물폐어망 폐어구 등 저온 열분해 자원화 시설.을 글로벌 모델로 완성하고 해양폐기물 처리시설의 메카로 만든다는 전략이다
275, 플라스틱 쓰레기는 더 이상 국내만의 문제가 아니다
276, 전 세계 해양 쓰레기의 .가 플라스틱이고 코로나.로 인해 플라스틱 사용률은 더욱 늘었다
277, 지난해 택배.음식 배달이 늘어나며 플라스틱 쓰레기의 규모는 전년 대비 . 폐비닐은 .나 증가하였다
278, 플라스틱을 사용하지 않는 게 최선이지만 현실적으론 불가능하다
279, 라면 봉지 일회용 플라스틱컵 가방 샴푸용기 빨대 포장지부터 심지어 시트 마스크팩 티백 물티슈에도 플라스틱이 들어 있다
280, 우리를 바이러스로부터 보호해주는 방역 마스크에도 플라스틱이 포함돼 있다
281, 결국 세계는 플라스틱의 재활용에 집중할 수밖에 없다
282, 플라스틱 재활용은 물리적.화학적 재활용으로 구분되는데 물리적 처리공정은 품질이 낮아지는 문제가 있어 재활용 횟수가 제한적이다
283, 플라스틱 재활용 처리 비율은 약 .다
284, 다소 높게 보이지만 태워서 연료로 쓰는 에너지회수 물량까지 포함돼 있어 실제 물질 재활용 비중은 낮다
285, 이 때문에 최근 글로벌 기업들은 화학적 재활용 기술 중에서도 원유의 나프타로 만들어진 플라스틱에서 다시 원유를 추출하는 .열분해유. 연구개발에 집중하고 있다
286, 울산종합화학단지내 .리코마 폐밧데리.폐전선 전문열분해 설비 내부제공.한창그린홀딩스 일찍부터 폐플라스틱 열분해시설의 연구개발에 뛰어든 .한창그린홀딩스의 기술은 폐플라스틱이 섭씨.에서 .도의 온도범위에서 열분해가 이루어지며 열분해과정에서 생성된재생유를 핵심공정의 하나인 감압.단 정제시스템을 거치며 재생유속의 잔류불순물 유기유해화합물을 제거함과 동시에 세탄가를 높여 시판중인 디젤유의 순도에 근접한 순도 높은 정제유를 대량 생산하는 것을 특징으로 한다
